canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-NA,F16-int,F3-NA,F3-String,F3-int,F7-NA,F12-NA,F17-NA,F2-NA,F2-String,F6-NA,F13-NA,F18-NA,F14-NA,F1-NA,F5-NA,F9-NA,F10-NA,F19-NA,F15-NA,F15-public,F0-NA,F4-NA,F4-boolean,F4-String,F4-int,F8-NA,F11-NA,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,category
derby-B-1106,8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,3064,True,18,297,8491,2,12,655,3,52,0.9957114200733208,8603,4162,0.4837847262582821,0.6666666666666666,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,113,41,STYLE,0.025544703230653644,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.03903281519861832,0.014162348877374784,0.0003454231433506045,-1.0,0.16666666666666666,0.003561253561253561,0.06260032102728733,0.08480126588811351,-0.6666666666666666,0.0,0.027936962750716332,0.08480126588811351,-0.68,-0.3877551020408163,41,846,598,2011,124,0.09599813142323264,0,30,94,154,0.004705215118417475,116,29,0,145,29,87,116,0.09599813142323264,145,124,0,30,0,87,154,94,0.004705215118417475,16,1179,8135,16,1179,open
derby-B-517,8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatableHashtable.java,3064,True,12,11,2409,1,0,288,5,39,0.4494382022471911,89,57,0.6404494382022472,1.0,8,7,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,26,1,STYLE,0.004883546205860256,UCF_USELESS_CONTROL_FLOW,20,3,1,0.008981001727115717,0.0003454231433506045,0.0003454231433506045,-1.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.7931034482758621,-1.0,6,6969,3064,8134,0,0.19696969696969696,0,55,-55,55,0.019746027615733703,0,0,0,0,13,0,0,0.0,13,0,0,0,0,-13,0,0,0.0,33,1196,8135,33,1196,open
derby-B-113,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/IndexDescriptorImpl.java,3064,True,3,20,1282,1,0,188,1,16,0.5412087912087912,216,98,0.4537037037037037,1.0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,6,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.013471502590673576,0.002072538860103627,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,10,6969,3064,8134,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,2580,3743,8135,22,1185,close
derby-B-1510,8134,org/apache/derby/impl/sql/conn,org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java,3064,True,12,166,1771,1,12,260,3,8,0.108301404853129,2107,1283,0.608922638822971,0.3333333333333333,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,7,4,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.002417962003454232,0.001381692573402418,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,10,1493,938,2658,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,267,1430,8135,267,1430,close
derby-B-2164,5356,org/apache/derby/impl/tools/ij,org/apache/derby/impl/tools/ij/URLCheck.java,2097,True,9,7,10072,1,6,797,1,53,0.3149171270718232,130,27,0.2076923076923077,0.3333333333333333,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,236,6,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,20,3,1,0.08151986183074265,0.002072538860103627,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,0,4191,2097,5356,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4193,5356,8135,153,1316,open
derby-B-1084,8134,org/apache/derby/impl/sql,org/apache/derby/impl/sql/GenericParameter.java,3064,True,0,12,1591,1,0,263,1,14,0.1393188854489164,149,118,0.7919463087248322,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,19,2,PERFORMANCE,0.033809166040571,URF_UNREAD_FIELD,20,3,0,0.0065630397236614854,0.000690846286701209,0.0,0.0,0.1,0.006000000000000001,0.12349397590361445,0.023834639568557327,-0.8,0.0,0.014684813753581662,0.023834639568557327,-1.0,-1.0,12,6969,3064,8134,98,0.0,0,1,97,99,0.025384615384615384,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,526,1689,8135,27,1190,open
derby-B-1269,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/DMLModStatementNode.java,3064,True,11,46,56152,1,0,4497,5,235,0.1565040650406504,1154,609,0.5277296360485269,1.0,3,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,322,4,STYLE,0.028925619834710745,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.11122625215889463,0.001381692573402418,0.0003454231433506045,-1.0,0.03947368421052632,0.0009721926273172812,0.06260032102728733,0.08480126588811351,-0.9210526315789472,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,35,6969,3064,8134,610,0.03100775193798449,189,443,167,1242,0.021409778878493668,0,0,0,0,2,0,2,0.0,4,475,0,315,142,0,932,160,0.014748290613587938,70,1233,8135,5,1168,open
derby-B-394,7791,org/apache/derby/client/net,org/apache/derby/client/net/NetXAConnectionReply.java,2804,True,21,20,9771,1,12,1131,3,56,0.9439252336448598,229,26,0.11353711790393012,0.5238095238095238,10,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,169,5,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,2,0.05837651122625216,0.0017271157167530224,0.000690846286701209,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9418604651162792,-1.0,6,6626,2804,7791,3,0.0,0,3,0,6,0.002597402597402597,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,183,1346,8135,85,1248,close
derby-B-1105,8134,org/apache/derby/impl/sql/catalog,org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,3064,True,29,297,8491,2,0,655,11,52,0.4473265546102234,8603,4162,0.4837847262582821,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,113,41,STYLE,0.0439519158527423,BC_UNCONFIRMED_CAST,20,3,2,0.03903281519861832,0.014162348877374784,0.000690846286701209,-0.3333333333333333,0.02608695652173913,0.0006514468518249237,0.06260032102728733,0.08480126588811351,-0.9478260869565216,0.0,0.027936962750716332,0.08480126588811351,-0.68,-0.3877551020408163,192,6969,3064,8134,124,0.09599813142323264,0,30,94,154,0.004705215118417475,116,29,0,145,29,87,116,0.09599813142323264,145,124,0,30,0,87,154,94,0.004705215118417475,16,1179,8135,16,1179,open
derby-B-139,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,3064,True,4,28,1282,1,0,188,2,16,0.9816666666666668,302,236,0.7814569536423841,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,7,STYLE,0.028925619834710745,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,2,0.013471502590673576,0.002417962003454232,0.000690846286701209,-1.0,0.03947368421052632,0.0009721926273172812,0.06260032102728733,0.08480126588811351,-0.9210526315789472,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,5,3006,1796,4171,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,1474,2637,8135,22,1185,open
jmeter-B-25,13325,org/apache/jmeter/assertions,org/apache/jmeter/assertions/XMLAssertion.java,3497,True,0,2,1541,2,6,193,1,24,0.37373737373737376,53,33,0.6226415094339622,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,22,2,STYLE,0.19597989949748745,RI_REDUNDANT_INTERFACES,20,3,0,0.032448377581120944,0.002949852507374631,0.0,0.0,0.02586206896551724,0.0009689700905515412,0.0725,0.30515659998359235,-0.9051724137931034,0.0,0.04654895666131621,0.30515659998359235,-0.5,-1.0,22,8567,3497,13325,18,0.007042253521126761,0,2,16,20,0.02171009190399728,0,0,0,0,0,0,1,0.0,1,2,0,2,0,1,4,0,0.009523809523809523,96,4852,14044,5,4761,open
derby-B-1606,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/IndexSetChanger.java,3064,True,5,11,17203,1,0,1541,2,151,0.3975308641975309,295,58,0.19661016949152546,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,207,10,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.07150259067357513,0.0034542314335060447,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,7,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,3495,4658,8135,5,1168,open
derby-B-1585,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/FKInfo.java,3064,True,28,7,17203,1,0,1541,8,151,0.34793187347931875,245,115,0.4693877551020408,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,207,6,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,6,0.07150259067357513,0.002072538860103627,0.002072538860103627,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,7,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,4380,5543,8135,5,1168,close
derby-B-165,5191,org/apache/derby/client/am,org/apache/derby/client/am/ClobLocatorWriter.java,2068,True,0,8,17144,1,8,2530,1,88,0.4393063583815029,73,79,1.082191780821918,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,116,1,PERFORMANCE,0.033809166040571,URF_UNREAD_FIELD,20,3,0,0.04006908462867012,0.0003454231433506045,0.0,0.0,0.1,0.006000000000000001,0.12349397590361445,0.023834639568557327,-0.8,0.0,0.014684813753581662,0.023834639568557327,-0.9032258064516128,-1.0,3,4026,2068,5191,1,0.0,0,1,0,2,0.0016064257028112448,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,3705,4868,8135,97,1260,open
derby-B-519,8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatableLongHolder.java,3064,True,10,8,2409,1,0,288,3,39,0.6417910447761194,59,56,0.9491525423728814,1.0,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,26,1,STYLE,0.028925619834710745,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.008981001727115717,0.0003454231433506045,0.0003454231433506045,-1.0,0.03947368421052632,0.0009721926273172812,0.06260032102728733,0.08480126588811351,-0.9210526315789472,0.0,0.027936962750716332,0.08480126588811351,-0.7931034482758621,-1.0,7,6969,3064,8134,0,0.07258064516129033,0,55,-55,55,0.019746027615733703,0,0,0,0,9,0,0,0.0,9,0,0,0,0,-9,0,0,0.0,33,1196,8135,33,1196,open
derby-B-1328,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/ParameterNode.java,3064,True,52,22,56152,1,0,4497,13,235,0.6765267175572519,181,269,1.4861878453038675,1.0,24,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,1,CORRECTNESS,0.007137490608564989,NP_NULL_ON_SOME_PATH,8,2,1,0.11122625215889463,0.0003454231433506045,0.0003454231433506045,-1.0,0.2608695652173913,0.00876439250730366,0.07692307692307693,0.018972308598876112,-0.4782608695652174,0.0,0.0035816618911174787,0.018972308598876112,-0.9239130434782608,-1.0,21,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,1001,2164,8135,5,1168,open
derby-B-1309,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/MethodCallNode.java,3064,True,145,41,56152,1,20,4497,43,235,0.6192722371967655,884,387,0.43778280542986425,0.4137931034482759,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,7,STYLE,0.025544703230653644,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,2,0.11122625215889463,0.002417962003454232,0.000690846286701209,-1.0,0.16666666666666666,0.003561253561253561,0.06260032102728733,0.08480126588811351,-0.6666666666666666,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,10,1754,1131,2919,610,0.5,189,443,167,1242,0.021409778878493668,91,18,3,112,18,73,91,0.5,112,475,3,315,142,73,932,160,0.014748290613587938,14,1177,8135,5,1168,open
derby-B-609,8134,org/apache/derby/iapi/store/raw,org/apache/derby/iapi/store/raw/FetchDescriptor.java,3064,True,3,12,671,1,8,233,1,26,0.691699604743083,148,61,0.41216216216216217,0.6666666666666666,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,5,4,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.0017271157167530224,0.001381692573402418,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,5,6969,3064,8134,17,0.0,0,9,8,26,0.007939500586559409,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,5269,6432,8135,58,1221,open
derby-B-917,8134,org/apache/derby/impl/jdbc,org/apache/derby/impl/jdbc/EmbedResultSet.java,3064,True,15,187,8319,1,0,1266,3,55,0.5902270103886109,2093,2549,1.2178690874343048,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,50,10,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.017271157167530225,0.0034542314335060447,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.92,-1.0,89,6702,2848,7867,33,0.0,0,9,24,42,0.008112180959368616,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,134,1297,8135,50,1213,open
derby-B-552,8134,org/apache/derby/iapi/sql/dictionary,org/apache/derby/iapi/sql/dictionary/ConstraintDescriptor.java,3064,True,3,35,4478,1,0,881,1,53,0.2695883134130146,340,335,0.9852941176470588,1.0,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,58,3,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.02003454231433506,0.0010362694300518132,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9310344827586208,-1.0,20,6969,3064,8134,3,0.0,0,2,1,5,0.00449236298292902,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,1,0.001347708894878706,1017,2180,8135,19,1182,close
derby-B-115,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java,3064,True,3,10,1282,1,0,188,1,16,0.3283582089552239,123,181,1.4715447154471544,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,5,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.013471502590673576,0.0017271157167530224,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,6,6969,3064,8134,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,1464,2627,8135,22,1185,close
derby-B-1722,3164,org/apache/derby/impl/sql/execute/xplain,org/apache/derby/impl/sql/execute/xplain/XPLAINSystemTableVisitor.java,1348,True,34,10,448,1,8,27,3,4,0.8032786885245902,267,96,0.3595505617977528,0.17647058823529413,14,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,9,4,EXPERIMENTAL,0.02291510142749812,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,20,2,2,0.003108808290155441,0.001381692573402418,0.000690846286701209,-1.0,0.16666666666666666,0.06944444444444445,0.12987012987012986,0.0022775294690879104,-0.6666666666666666,0.0,0.0035816618911174787,0.0022775294690879104,-1.0,-1.0,3,1999,1348,3164,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,604,1767,8135,604,1767,open
derby-B-1251,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/CreateTableNode.java,3064,True,180,11,56152,1,0,4497,37,235,0.5953608247422679,353,149,0.4220963172804533,1.0,82,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,1,CORRECTNESS,0.007137490608564989,NP_NULL_ON_SOME_PATH,8,2,1,0.11122625215889463,0.0003454231433506045,0.0003454231433506045,-1.0,0.2608695652173913,0.00876439250730366,0.07692307692307693,0.018972308598876112,-0.4782608695652174,0.0,0.0035816618911174787,0.018972308598876112,-0.9239130434782608,-1.0,17,3937,2055,5102,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,1574,2737,8135,5,1168,open
derby-B-2261,6393,org/apache/derby/impl/tools/ij,org/apache/derby/impl/tools/ij/ijResultSetResult.java,2336,True,6,9,10072,1,0,797,1,53,0.8271604938271605,44,19,0.4318181818181818,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,236,5,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,2,0.08151986183074265,0.0017271157167530224,0.000690846286701209,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,0,5228,2336,6393,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,5230,6393,8135,153,1316,close
derby-B-136,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,3064,True,4,28,1282,1,8,188,2,16,0.9966666666666668,302,236,0.7814569536423841,0.75,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,7,STYLE,0.0439519158527423,BC_UNCONFIRMED_CAST,20,3,2,0.013471502590673576,0.002417962003454232,0.000690846286701209,-1.0,0.02608695652173913,0.0006514468518249237,0.06260032102728733,0.08480126588811351,-0.9478260869565216,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,5,3006,1796,4171,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,1474,2637,8135,22,1185,open
derby-B-2321,8134,org/apache/derby/impl/tools/ij,org/apache/derby/impl/tools/ij/utilMain.java,3064,True,0,27,10072,1,1,797,1,53,0.07904191616766468,510,237,0.4647058823529412,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,236,8,BAD_PRACTICE,0.012772351615326822,NM_CLASS_NAMING_CONVENTION,16,2,0,0.08151986183074265,0.002763385146804836,0.0,0.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,28,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,717,1880,8135,153,1316,open
derby-B-1483,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/TypeCompilerFactoryImpl.java,3064,True,260,3,56152,1,25,4497,113,235,0.5130208333333334,228,19,0.08333333333333333,0.10673076923076924,36,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,1,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,20,3,1,0.11122625215889463,0.0003454231433506045,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,11,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,526,1689,8135,5,1168,open
derby-B-1329,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/ParseException.java,3064,True,7,5,56152,1,4,4497,1,235,0.25462962962962965,123,74,0.6016260162601627,0.7142857142857143,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,6,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,2,0.11122625215889463,0.002072538860103627,0.000690846286701209,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.9239130434782608,-1.0,5,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,5282,6445,8135,5,1168,open
derby-B-1701,8134,org/apache/derby/impl/sql/execute/rts,org/apache/derby/impl/sql/execute/rts/RealHashScanStatistics.java,3064,True,21,11,2007,1,0,344,5,38,0.3043478260869565,300,49,0.16333333333333333,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,28,2,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.009671848013816924,0.000690846286701209,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,12,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,142,1305,8135,142,1305,close
derby-B-1720,3164,org/apache/derby/impl/sql/execute/xplain,org/apache/derby/impl/sql/execute/xplain/XPLAINFactory.java,1348,True,15,3,448,1,0,27,4,4,0.7093023255813954,53,18,0.33962264150943394,1.0,3,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,9,1,BAD_PRACTICE,0.0022539444027047328,ES_COMPARING_STRINGS_WITH_EQ,11,2,1,0.003108808290155441,0.0003454231433506045,0.0003454231433506045,-1.0,0.25,0.004807692307692308,0.0612691466083151,0.081104871355322,-0.5,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,1,1999,1348,3164,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1380,2543,8135,604,1767,open
derby-B-1721,3164,org/apache/derby/impl/sql/execute/xplain,org/apache/derby/impl/sql/execute/xplain/XPLAINSystemTableVisitor.java,1348,True,210,10,448,1,10,27,26,4,0.8791569086651053,267,96,0.3595505617977528,0.04047619047619048,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,9,4,EXPERIMENTAL,0.02291510142749812,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,20,2,2,0.003108808290155441,0.001381692573402418,0.000690846286701209,-1.0,0.16666666666666666,0.06944444444444445,0.12987012987012986,0.0022775294690879104,-0.6666666666666666,0.0,0.0035816618911174787,0.0022775294690879104,-1.0,-1.0,3,1999,1348,3164,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,604,1767,8135,604,1767,open
derby-B-1454,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/SelectNode.java,3064,True,100,53,56152,1,0,4497,23,235,0.6402627511591963,1345,937,0.6966542750929368,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,2,PERFORMANCE,0.004883546205860256,DM_BOOLEAN_CTOR,18,2,1,0.11122625215889463,0.000690846286701209,0.0003454231433506045,-1.0,0.2727272727272727,0.013223140495867768,0.12349397590361445,0.023834639568557327,-0.4545454545454545,0.0,0.014684813753581662,0.023834639568557327,-0.9239130434782608,-1.0,59,6969,3064,8134,610,0.3804945054945055,189,443,167,1242,0.021409778878493668,129,56,92,277,56,73,129,0.3804945054945055,277,475,92,315,142,73,932,160,0.014748290613587938,11,1174,8135,5,1168,close
